1.000000e+001 -7.451424e-003 -1.959370e-009 -7.451480e-003 -5.249837e-008
1.100000e+002 -6.147174e-005 -2.101111e-008 -6.155276e-005 -5.289517e-008
2.100000e+002 -1.679218e-005 -3.925165e-008 -1.686783e-005 -5.394120e-008
3.100000e+002 -7.659501e-006 -5.569149e-008 -7.725967e-006 -5.564391e-008
4.100000e+002 -4.352139e-006 -6.919401e-008 -4.406442e-006 -5.799060e-008
5.100000e+002 -2.800541e-006 -7.866886e-008 -2.840915e-006 -6.092556e-008
6.100000e+002 -1.955642e-006 -8.345331e-008 -1.982091e-006 -6.430164e-008
7.100000e+002 -1.448084e-006 -8.361814e-008 -1.462622e-006 -6.780933e-008
8.100000e+002 -1.120444e-006 -7.996978e-008 -1.126775e-006 -7.089948e-008
8.200000e+002 -1.094246e-006 -7.944126e-008 -1.100002e-006 -7.115618e-008
8.300000e+002 -1.069008e-006 -7.888827e-008 -1.074236e-006 -7.139976e-008
8.400000e+002 -1.044683e-006 -7.831214e-008 -1.049430e-006 -7.162927e-008
8.500000e+002 -1.021227e-006 -7.771420e-008 -1.025539e-006 -7.184373e-008
8.600000e+002 -9.985968e-007 -7.709576e-008 -1.002522e-006 -7.204216e-008
8.700000e+002 -9.767541e-007 -7.645812e-008 -9.803383e-007 -7.222359e-008
8.800000e+002 -9.556616e-007 -7.580256e-008 -9.589514e-007 -7.238701e-008
8.900000e+002 -9.352844e-007 -7.513034e-008 -9.383257e-007 -7.253146e-008
9.000000e+002 -9.155896e-007 -7.444270e-008 -9.184276e-007 -7.265596e-008
9.100000e+002 -8.965459e-007 -7.374086e-008 -8.992254e-007 -7.275955e-008
9.200000e+002 -8.781241e-007 -7.302599e-008 -8.806888e-007 -7.284128e-008
9.300000e+002 -8.602964e-007 -7.229925e-008 -8.627891e-007 -7.290024e-008
9.400000e+002 -8.430366e-007 -7.156178e-008 -8.454992e-007 -7.293554e-008
9.500000e+002 -8.263198e-007 -7.081465e-008 -8.287930e-007 -7.294632e-008
9.600000e+002 -8.101225e-007 -7.005894e-008 -8.126459e-007 -7.293175e-008
9.700000e+002 -7.944226e-007 -6.929567e-008 -7.970342e-007 -7.289106e-008
9.800000e+002 -7.791990e-007 -6.852582e-008 -7.819356e-007 -7.282354e-008
9.900000e+002 -7.644317e-007 -6.775036e-008 -7.673286e-007 -7.272850e-008
1.000000e+003 -7.501019e-007 -6.697020e-008 -7.531926e-007 -7.260535e-008
1.020000e+003 -7.226839e-007 -6.539927e-008 -7.262562e-007 -7.227261e-008
1.040000e+003 -6.968121e-007 -6.381966e-008 -7.009794e-007 -7.182187e-008
1.060000e+003 -6.723668e-007 -6.223738e-008 -6.772276e-007 -7.125094e-008
1.080000e+003 -6.492400e-007 -6.065791e-008 -6.548767e-007 -7.055904e-008
1.100000e+003 -6.273336e-007 -5.908615e-008 -6.338129e-007 -6.974685e-008
1.200000e+003 -5.332709e-007 -5.147849e-008 -5.444109e-007 -6.400857e-008
1.300000e+003 -4.593008e-007 -4.452452e-008 -4.746319e-007 -5.614880e-008
1.400000e+003 -3.998985e-007 -3.837820e-008 -4.179517e-007 -4.740970e-008
1.500000e+003 -3.513749e-007 -3.305678e-008 -3.705175e-007 -3.894317e-008
1.600000e+003 -3.111760e-007 -2.850534e-008 -3.301216e-007 -3.146208e-008
1.700000e+003 -2.774769e-007 -2.463790e-008 -2.954217e-007 -2.522975e-008
1.800000e+003 -2.489382e-007 -2.136090e-008 -2.654871e-007 -2.021694e-008
1.900000e+003 -2.245546e-007 -1.858506e-008 -2.395878e-007 -1.626027e-008
2.000000e+003 -2.035573e-007 -1.623058e-008 -2.171146e-007 -1.316246e-008
