7.928571e-003 2.775000e-002 1.775426e-005 2.656271e-008 -1.108374e-008 1.781395e-005
7.928571e-003 5.550000e-002 1.814954e-005 3.787796e-009 8.250428e-009 1.822151e-005
2.378571e-002 2.775000e-002 1.784269e-005 -1.908064e-008 8.691331e-008 1.790879e-005
2.378571e-002 5.550000e-002 1.839913e-005 -5.197298e-010 2.009024e-008 1.847750e-005
3.964286e-002 2.775000e-002 1.814949e-005 9.852780e-009 7.804211e-008 1.821647e-005
3.964286e-002 5.550000e-002 1.860770e-005 1.637060e-008 -1.150421e-008 1.869905e-005
5.550000e-002 2.775000e-002 1.858371e-005 6.222818e-009 3.690337e-009 1.864130e-005
5.550000e-002 5.550000e-002 1.918421e-005 2.681891e-008 2.585118e-008 1.922868e-005
1.616667e-002 1.425648e-002 1.760111e-005 -2.562990e-008 8.470574e-008 1.763998e-005
1.616667e-002 4.276943e-002 1.802301e-005 -1.698506e-008 3.012227e-008 1.808742e-005
3.233333e-002 1.425648e-002 1.784635e-005 -3.669385e-009 8.528011e-008 1.788590e-005
3.233333e-002 4.276943e-002 1.836505e-005 7.327672e-009 2.685414e-008 1.843879e-005
4.850000e-002 1.425648e-002 1.817155e-005 8.082152e-008 -5.927397e-008 1.820336e-005
4.850000e-002 4.276943e-002 1.861139e-005 4.125515e-008 3.370953e-008 1.869863e-005
7.928571e-003 0.000000e+000 1.787076e-005 3.010529e-008 -6.324664e-013 1.787073e-005
2.378571e-002 0.000000e+000 1.809184e-005 5.373728e-008 4.696568e-014 1.809181e-005
3.964286e-002 0.000000e+000 1.838604e-005 5.851469e-008 4.747188e-014 1.838600e-005
5.550000e-002 0.000000e+000 1.875470e-005 6.179258e-008 4.764326e-014 1.875466e-005
0.000000e+000 1.425648e-002 1.756652e-005 0.000000e+000 1.794494e-009 1.754119e-005
0.000000e+000 4.276943e-002 1.816284e-005 0.000000e+000 1.358986e-008 1.824451e-005
