1.000000e+002 5.164261e-005 0.000000e+000 5.147533e-005 0.000000e+000 5.164261e-005 0.000000e+000
1.200000e+002 1.034248e-004 0.000000e+000 1.031748e-004 0.000000e+000 1.034248e-004 0.000000e+000
1.400000e+002 -5.133910e-004 0.000000e+000 -5.126556e-004 0.000000e+000 -5.133910e-004 0.000000e+000
1.600000e+002 -6.417904e-005 0.000000e+000 -6.416143e-005 0.000000e+000 -6.417904e-005 0.000000e+000
1.800000e+002 -3.189078e-005 0.000000e+000 -3.192481e-005 0.000000e+000 -3.189078e-005 0.000000e+000
2.000000e+002 -2.022628e-005 0.000000e+000 -2.027901e-005 0.000000e+000 -2.022628e-005 0.000000e+000
2.200000e+002 -1.427431e-005 0.000000e+000 -1.433662e-005 0.000000e+000 -1.427431e-005 0.000000e+000
2.400000e+002 -1.069387e-005 0.000000e+000 -1.076197e-005 0.000000e+000 -1.069387e-005 0.000000e+000
2.600000e+002 -8.316213e-006 0.000000e+000 -8.388174e-006 0.000000e+000 -8.316213e-006 0.000000e+000
2.800000e+002 -6.626273e-006 0.000000e+000 -6.700992e-006 0.000000e+000 -6.626273e-006 0.000000e+000
3.000000e+002 -5.361028e-006 0.000000e+000 -5.437815e-006 0.000000e+000 -5.361028e-006 0.000000e+000
3.200000e+002 -4.370710e-006 0.000000e+000 -4.449112e-006 0.000000e+000 -4.370710e-006 0.000000e+000
3.400000e+002 -3.561291e-006 0.000000e+000 -3.641002e-006 0.000000e+000 -3.561291e-006 0.000000e+000
3.600000e+002 -2.866371e-006 0.000000e+000 -2.947198e-006 0.000000e+000 -2.866371e-006 0.000000e+000
3.800000e+002 -2.229362e-006 0.000000e+000 -2.311262e-006 0.000000e+000 -2.229362e-006 0.000000e+000
4.000000e+002 -1.583917e-006 0.000000e+000 -1.667323e-006 0.000000e+000 -1.583917e-006 0.000000e+000
4.200000e+002 -8.121564e-007 0.000000e+000 -8.988975e-007 0.000000e+000 -8.121564e-007 0.000000e+000
4.400000e+002 3.454894e-007 0.000000e+000 3.099797e-007 0.000000e+000 3.454894e-007 0.000000e+000
