5.000000e+000 1.341487e-005 0.000000e+000 1.331036e-005 0.000000e+000 1.316652e-005 0.000000e+000 1.333213e-005 0.000000e+000
1.000000e+001 1.344317e-005 0.000000e+000 1.333860e-005 0.000000e+000 1.319475e-005 0.000000e+000 1.336038e-005 0.000000e+000
1.500000e+001 1.349061e-005 0.000000e+000 1.338595e-005 0.000000e+000 1.324205e-005 0.000000e+000 1.340774e-005 0.000000e+000
2.000000e+001 1.355760e-005 0.000000e+000 1.345280e-005 0.000000e+000 1.330885e-005 0.000000e+000 1.347462e-005 0.000000e+000
2.500000e+001 1.364472e-005 0.000000e+000 1.353974e-005 0.000000e+000 1.339573e-005 0.000000e+000 1.356159e-005 0.000000e+000
3.000000e+001 1.375274e-005 0.000000e+000 1.364755e-005 0.000000e+000 1.350345e-005 0.000000e+000 1.366943e-005 0.000000e+000
3.500000e+001 1.388265e-005 0.000000e+000 1.377720e-005 0.000000e+000 1.363300e-005 0.000000e+000 1.379911e-005 0.000000e+000
4.000000e+001 1.403565e-005 0.000000e+000 1.392989e-005 0.000000e+000 1.378557e-005 0.000000e+000 1.395186e-005 0.000000e+000
4.500000e+001 1.421321e-005 0.000000e+000 1.410710e-005 0.000000e+000 1.396264e-005 0.000000e+000 1.412912e-005 0.000000e+000
5.000000e+001 1.441710e-005 0.000000e+000 1.431058e-005 0.000000e+000 1.416596e-005 0.000000e+000 1.433266e-005 0.000000e+000
5.500000e+001 1.464942e-005 0.000000e+000 1.454243e-005 0.000000e+000 1.439764e-005 0.000000e+000 1.456459e-005 0.000000e+000
6.000000e+001 1.491267e-005 0.000000e+000 1.480516e-005 0.000000e+000 1.466017e-005 0.000000e+000 1.482741e-005 0.000000e+000
6.500000e+001 1.520985e-005 0.000000e+000 1.510175e-005 0.000000e+000 1.495652e-005 0.000000e+000 1.512409e-005 0.000000e+000
7.000000e+001 1.554451e-005 0.000000e+000 1.543573e-005 0.000000e+000 1.529025e-005 0.000000e+000 1.545818e-005 0.000000e+000
7.500000e+001 1.592087e-005 0.000000e+000 1.581135e-005 0.000000e+000 1.566558e-005 0.000000e+000 1.583391e-005 0.000000e+000
8.000000e+001 1.634404e-005 0.000000e+000 1.623366e-005 0.000000e+000 1.608757e-005 0.000000e+000 1.625636e-005 0.000000e+000
8.500000e+001 1.682012e-005 0.000000e+000 1.670880e-005 0.000000e+000 1.656234e-005 0.000000e+000 1.673164e-005 0.000000e+000
9.000000e+001 1.735655e-005 0.000000e+000 1.724415e-005 0.000000e+000 1.709729e-005 0.000000e+000 1.726717e-005 0.000000e+000
9.500000e+001 1.796239e-005 0.000000e+000 1.784879e-005 0.000000e+000 1.770147e-005 0.000000e+000 1.787200e-005 0.000000e+000
1.000000e+002 1.864884e-005 0.000000e+000 1.853386e-005 0.000000e+000 1.838603e-005 0.000000e+000 1.855728e-005 0.000000e+000
1.050000e+002 1.942979e-005 0.000000e+000 1.931326e-005 0.000000e+000 1.916484e-005 0.000000e+000 1.933693e-005 0.000000e+000
1.100000e+002 2.032280e-005 0.000000e+000 2.020449e-005 0.000000e+000 2.005540e-005 0.000000e+000 2.022844e-005 0.000000e+000
1.150000e+002 2.135024e-005 0.000000e+000 2.122989e-005 0.000000e+000 2.108003e-005 0.000000e+000 2.125416e-005 0.000000e+000
1.200000e+002 2.254112e-005 0.000000e+000 2.241839e-005 0.000000e+000 2.226764e-005 0.000000e+000 2.244304e-005 0.000000e+000
1.250000e+002 2.393367e-005 0.000000e+000 2.380818e-005 0.000000e+000 2.365639e-005 0.000000e+000 2.383326e-005 0.000000e+000
1.300000e+002 2.557938e-005 0.000000e+000 2.545062e-005 0.000000e+000 2.529761e-005 0.000000e+000 2.547621e-005 0.000000e+000
1.350000e+002 2.754917e-005 0.000000e+000 2.741650e-005 0.000000e+000 2.726204e-005 0.000000e+000 2.744271e-005 0.000000e+000
1.400000e+002 2.994356e-005 0.000000e+000 2.980613e-005 0.000000e+000 2.964991e-005 0.000000e+000 2.983309e-005 0.000000e+000
1.450000e+002 3.290980e-005 0.000000e+000 3.276648e-005 0.000000e+000 3.260808e-005 0.000000e+000 3.279437e-005 0.000000e+000
1.500000e+002 3.667264e-005 0.000000e+000 3.652187e-005 0.000000e+000 3.636070e-005 0.000000e+000 3.655092e-005 0.000000e+000
1.550000e+002 4.159296e-005 0.000000e+000 4.143243e-005 0.000000e+000 4.126766e-005 0.000000e+000 4.146302e-005 0.000000e+000
1.600000e+002 4.828911e-005 0.000000e+000 4.811531e-005 0.000000e+000 4.794565e-005 0.000000e+000 4.814798e-005 0.000000e+000
1.650000e+002 5.791642e-005 0.000000e+000 5.772355e-005 0.000000e+000 5.754688e-005 0.000000e+000 5.775922e-005 0.000000e+000
1.700000e+002 7.291151e-005 0.000000e+000 7.268894e-005 0.000000e+000 7.250137e-005 0.000000e+000 7.272929e-005 0.000000e+000
1.750000e+002 9.944971e-005 0.000000e+000 9.917461e-005 0.000000e+000 9.896775e-005 0.000000e+000 9.922321e-005 0.000000e+000
1.800000e+002 1.590778e-004 0.000000e+000 1.586847e-004 0.000000e+000 1.584346e-004 0.000000e+000 1.587519e-004 0.000000e+000
1.850000e+002 4.153384e-004 0.000000e+000 4.144380e-004 0.000000e+000 4.141090e-004 0.000000e+000 4.145849e-004 0.000000e+000
1.900000e+002 -6.326664e-004 0.000000e+000 -6.314926e-004 0.000000e+000 6.315911e-004 0.000000e+000 -6.316716e-004 0.000000e+000
