1.00000	1.0232e+05	10926.0	0.10678	6.095	0.49957
2.00000	1.0411e+05	12324.9	0.11839	6.752	0.50066
3.00000	1.0552e+05	13541.2	0.12832	7.313	0.50314
4.00000	1.0679e+05	13872.4	0.12990	7.401	0.50686
5.00000	1.0866e+05	16052.9	0.14774	8.404	0.51194
6.00000	1.0978e+05	15948.3	0.14528	8.266	0.51858
7.00000	1.1186e+05	17491.3	0.15637	8.887	0.52646
8.00000	1.1320e+05	17721.5	0.15655	8.898	0.53613
9.00000	1.1522e+05	18795.2	0.16312	9.265	0.54761
10.0000	1.1642e+05	19479.3	0.16732	9.498	0.56117
11.0000	1.1709e+05	21065.6	0.17991	10.199	0.49993
12.0000	1.1865e+05	20804.4	0.17535	9.946	0.51583
13.0000	1.2117e+05	21185.0	0.17484	9.917	0.53402
14.0000	1.2362e+05	22143.0	0.17912	10.155	0.55544
15.0000	1.2451e+05	22907.2	0.18398	10.425	0.50132
16.0000	1.2756e+05	23311.4	0.18275	10.356	0.52662
17.0000	1.3003e+05	23227.1	0.17863	10.128	0.55691
18.0000	1.3014e+05	24334.9	0.18699	10.591	0.50141
19.0000	1.3358e+05	23714.1	0.17753	10.067	0.53793
20.0000	1.3437e+05	24593.8	0.18303	10.372	0.50140
21.0000	1.3774e+05	24398.3	0.17713	10.045	0.54989
22.0000	1.3953e+05	25183.0	0.18048	10.231	0.50239
23.0000	1.4444e+05	23852.5	0.16514	9.377	0.56855
24.0000	1.4550e+05	25014.4	0.17193	9.755	0.50622
25.0000	1.4777e+05	24394.5	0.16509	9.374	0.50506
26.0000	1.5166e+05	24287.0	0.16014	9.098	0.50426
27.0000	1.5399e+05	24649.9	0.16007	9.094	0.51389
28.0000	1.5833e+05	23128.0	0.14608	8.311	0.52652
29.0000	1.6037e+05	23167.1	0.14446	8.220	0.50987
30.0000	1.6421e+05	22317.6	0.13591	7.740	0.52701
31.0000	1.6793e+05	22829.8	0.13595	7.742	0.51627
32.0000	1.7017e+05	21852.2	0.12841	7.318	0.50025
33.0000	1.7234e+05	19994.8	0.11602	6.618	0.50837
34.0000	1.7743e+05	19502.7	0.10992	6.273	0.50547
35.0000	1.8142e+05	18734.1	0.10327	5.896	0.50125
36.0000	1.8302e+05	17737.4	0.09692	5.536	0.50139
37.0000	1.8606e+05	16870.4	0.09067	5.181	0.43100
38.0000	1.9273e+05	15023.1	0.07795	4.457	0.50384
39.0000	1.9486e+05	14275.9	0.07326	4.190	0.44540
40.0000	1.9857e+05	12438.0	0.06264	3.584	0.50233
41.0000	2.0422e+05	12275.3	0.06011	3.440	0.45394
42.0000	2.0545e+05	10742.6	0.05229	2.993	0.50132
