1.00000	65826.9	9051.03	0.13750	7.829	0.51914
2.00000	67318.0	10280.0	0.15271	8.682	0.52057
3.00000	68756.6	11589.6	0.16856	9.568	0.52342
4.00000	69101.9	11917.3	0.17246	9.785	0.52777
5.00000	70807.4	13151.8	0.18574	10.522	0.53356
6.00000	71793.4	14017.6	0.19525	11.048	0.54092
7.00000	73445.9	14626.1	0.19914	11.263	0.54969
8.00000	74874.9	15377.3	0.20537	11.606	0.56044
9.00000	76618.9	15859.0	0.20699	11.694	0.57308
10.0000	75296.2	17728.1	0.23544	13.249	0.50066
11.0000	77884.3	18245.9	0.23427	13.185	0.51532
12.0000	79491.7	18441.5	0.23199	13.061	0.53273
13.0000	81185.3	18233.8	0.22459	12.658	0.55332
14.0000	81912.7	19366.7	0.23643	13.302	0.50066
15.0000	84275.7	20208.3	0.23979	13.484	0.52495
16.0000	87089.5	20197.4	0.23192	13.057	0.55325
17.0000	86569.8	21071.7	0.24341	13.680	0.50015
18.0000	89917.9	21030.0	0.23388	13.164	0.53514
19.0000	91594.8	22149.4	0.24182	13.594	0.50128
20.0000	94402.3	21469.2	0.22742	12.812	0.54756
21.0000	95100.5	22155.3	0.23297	13.114	0.50328
22.0000	99978.7	21218.3	0.21223	11.982	0.56594
23.0000	1.0104e+05	21467.9	0.21246	11.995	0.50401
24.0000	1.0394e+05	21960.2	0.21129	11.930	0.50477
25.0000	1.0498e+05	22814.6	0.21733	12.261	0.50472
26.0000	1.0766e+05	21541.8	0.20010	11.315	0.51426
27.0000	1.1189e+05	20733.6	0.18531	10.498	0.52145
28.0000	1.1484e+05	21974.5	0.19135	10.833	0.52398
29.0000	1.1525e+05	19159.3	0.16623	9.438	0.50909
30.0000	1.1728e+05	21802.0	0.18590	10.531	0.50771
31.0000	1.1975e+05	19264.1	0.16087	9.139	0.50915
32.0000	1.2407e+05	18207.1	0.14674	8.348	0.50999
33.0000	1.2552e+05	19919.2	0.15870	9.018	0.50471
34.0000	1.2639e+05	19110.6	0.15121	8.598	0.50242
35.0000	1.2917e+05	17154.8	0.13281	7.565	0.50375
36.0000	1.2645e+05	17953.1	0.14198	8.081	0.42804
37.0000	1.3186e+05	18493.0	0.14024	7.983	0.50309
