Freq	E'	E"	tan_delta	PhaseAngle	strain
Hz	Pa	Pa	 	°	%
1.00000	1.9921e+05	15768.0	0.07915	4.526	0.46925
2.00000	2.0330e+05	17607.9	0.08661	4.950	0.46958
3.00000	2.0628e+05	19743.9	0.09571	5.467	0.47138
4.00000	2.0955e+05	20874.4	0.09962	5.689	0.47420
5.00000	2.1208e+05	22413.8	0.10568	6.033	0.47851
6.00000	2.1468e+05	23874.3	0.11121	6.346	0.48402
7.00000	2.1662e+05	24981.3	0.11532	6.579	0.49085
8.00000	2.1926e+05	25584.1	0.11668	6.655	0.49909
9.00000	2.2237e+05	26507.6	0.11921	6.798	0.50875
10.00000	2.2442e+05	28267.1	0.12596	7.179	0.52045
11.0000	2.2987e+05	27640.3	0.12024	6.856	0.53315
12.0000	2.3308e+05	28950.8	0.12421	7.081	0.54850
13.0000	2.3584e+05	29459.5	0.12491	7.120	0.56636
14.0000	2.3703e+05	31197.3	0.13162	7.498	0.50090
15.0000	2.4081e+05	31900.6	0.13247	7.546	0.52133
16.0000	2.4504e+05	31831.6	0.12990	7.401	0.54488
17.0000	2.5061e+05	31735.7	0.12664	7.217	0.57254
18.0000	2.5120e+05	32974.2	0.13127	7.478	0.50029
19.0000	2.5619e+05	33107.6	0.12923	7.364	0.53240
20.0000	2.6107e+05	32806.7	0.12566	7.162	0.57139
21.0000	2.6230e+05	33630.8	0.12821	7.306	0.50244
22.0000	2.6913e+05	33287.6	0.12369	7.051	0.54999
23.0000	2.7249e+05	34754.5	0.12754	7.268	0.50128
24.0000	2.7899e+05	33133.7	0.11876	6.773	0.56637
25.0000	2.8104e+05	34138.5	0.12147	6.926	0.50568
26.0000	2.8694e+05	33604.0	0.11711	6.680	0.50296
27.0000	2.9246e+05	33613.4	0.11494	6.557	0.50558
28.0000	2.9837e+05	32747.1	0.10975	6.263	0.51350
29.0000	3.0299e+05	32079.3	0.10588	6.044	0.52365
30.0000	3.0951e+05	31534.8	0.10188	5.817	0.51058
31.0000	3.1516e+05	31203.4	0.09901	5.654	0.51193
32.0000	3.2228e+05	30534.7	0.09475	5.412	0.51387
33.0000	3.2595e+05	29475.2	0.09043	5.167	0.50351
34.0000	3.3343e+05	26913.7	0.08072	4.615	0.50815
35.0000	3.4071e+05	26439.6	0.07760	4.437	0.50501
36.0000	3.4536e+05	26388.8	0.07641	4.369	0.50122
37.0000	3.5252e+05	24010.6	0.06811	3.896	0.50361
38.0000	3.5799e+05	22581.5	0.06308	3.609	0.43220
39.0000	3.6933e+05	20838.6	0.05642	3.229	0.50148
40.0000	3.7176e+05	18921.5	0.05090	2.914	0.44203
41.0000	3.8515e+05	16055.1	0.04169	2.387	0.50300
42.0000	3.8605e+05	15850.1	0.04106	2.351	0.45156
43.0000	3.9575e+05	12788.6	0.03232	1.851	0.50108
44.0000	4.0314e+05	10319.3	0.02560	1.466	0.45840
45.0000	4.1555e+05	8603.03	0.02070	1.186	0.50221
46.0000	4.2113e+05	5840.77	0.01387	0.795	0.46338
47.0000	4.2957e+05	2865.59	0.00667	0.382	0.43024
48.0000	4.4460e+05	-205.96	-4.632e-04	-0.027	0.50175
49.0000	4.4409e+05	342.098	7.7033e-04	0.044	0.46693
50.0000	4.5215e+05	-5449.7	-0.0121	-0.691	0.43780
51.0000	4.6814e+05	-11130.	-0.0238	-1.362	0.49780
52.0000	4.7280e+05	-12711.	-0.0269	-1.540	0.46834
53.0000	4.8272e+05	-16612.	-0.0344	-1.971	0.44240
54.0000	5.0044e+05	-19537.	-0.0390	-2.236	0.50222
55.0000	5.1100e+05	-24100.	-0.0472	-2.700	0.47630
56.0000	5.1599e+05	-27797.	-0.0539	-3.084	0.45183
57.0000	5.2155e+05	-31797.	-0.0610	-3.489	0.42933
58.0000	5.4541e+05	-37393.	-0.0686	-3.922	0.50177
59.0000	5.5786e+05	-42352.	-0.0759	-4.341	0.47898
60.0000	5.5883e+05	-48289.	-0.0864	-4.939	0.45661
61.0000	5.7016e+05	-54737.	-0.0960	-5.484	0.43694
62.0000	5.9709e+05	-60621.	-0.1015	-5.797	0.50184
63.0000	6.0874e+05	-66795.	-0.1097	-6.262	0.48125
64.0000	6.0524e+05	-74402.	-0.1229	-7.008	0.46050
65.0000	6.1150e+05	-80819.	-0.1322	-7.529	0.44194
66.0000	6.2222e+05	-86708.	-0.1394	-7.933	0.42510
67.0000	6.5716e+05	-93203.	-0.1418	-8.072	0.50321
68.0000	6.6916e+05	-99778.	-0.1491	-8.481	0.48480
69.0000	6.6253e+05	-1.076e+05	-0.1624	-9.227	0.46590
70.0000	6.7316e+05	-1.141e+05	-0.1695	-9.622	0.44956
70.9999	6.8284e+05	-1.203e+05	-0.1762	-9.995	0.43401
71.9999	7.1386e+05	-1.267e+05	-0.1775	-10.066	0.50161
