1.00000	1.4572e+05	12801.8	0.08785	5.021	0.48302
2.00000	1.4846e+05	14618.4	0.09847	5.624	0.48359
3.00000	1.5065e+05	16161.2	0.10728	6.123	0.48564
4.00000	1.5182e+05	16766.0	0.11043	6.302	0.48902
5.00000	1.5397e+05	18465.1	0.11992	6.839	0.49356
6.00000	1.5562e+05	19718.0	0.12670	7.221	0.49954
7.00000	1.5670e+05	20438.0	0.13043	7.431	0.50693
8.00000	1.5839e+05	21562.8	0.13614	7.753	0.51576
9.00000	1.5968e+05	22209.8	0.13909	7.918	0.52626
10.0000	1.6069e+05	23541.6	0.14650	8.335	0.53889
11.0000	1.6198e+05	23058.7	0.14236	8.102	0.55311
12.0000	1.6467e+05	24242.5	0.14722	8.375	0.56965
13.0000	1.6400e+05	26095.6	0.15912	9.041	0.50038
14.0000	1.6550e+05	26429.2	0.15970	9.073	0.51957
15.0000	1.6778e+05	25952.8	0.15468	8.793	0.54168
16.0000	1.6954e+05	26279.1	0.15500	8.811	0.56784
17.0000	1.6891e+05	27856.0	0.16492	9.365	0.50068
18.0000	1.7034e+05	27765.1	0.16300	9.258	0.53158
19.0000	1.7307e+05	28142.0	0.16260	9.236	0.56770
20.0000	1.7243e+05	29207.6	0.16939	9.614	0.50272
21.0000	1.7453e+05	28228.6	0.16174	9.187	0.54812
22.0000	1.7464e+05	28887.7	0.16541	9.393	0.50084
23.0000	1.7831e+05	28464.1	0.15963	9.070	0.56108
24.0000	1.7822e+05	29766.3	0.16702	9.482	0.50339
25.0000	1.7910e+05	29855.0	0.16669	9.464	0.50299
26.0000	3.0094e+05	4.5809e+05	1.52220	56.697	0.51030
27.0000	1.8377e+05	29579.9	0.16096	9.144	0.51084
28.0000	1.8749e+05	29900.4	0.15948	9.061	0.51418
29.0000	1.8706e+05	29122.6	0.15569	8.849	0.52423
30.0000	1.8718e+05	28287.1	0.15112	8.594	0.48576
31.0000	1.8997e+05	27752.0	0.14608	8.311	0.52203
32.0000	1.9237e+05	26005.6	0.13519	7.699	0.51705
33.0000	1.9274e+05	25932.8	0.13455	7.663	0.51037
34.0000	1.9311e+05	25651.2	0.13283	7.566	0.50085
35.0000	1.9514e+05	24453.8	0.12531	7.143	0.50163
36.0000	1.9480e+05	22263.2	0.11429	6.520	0.50416
37.0000	1.9558e+05	22338.0	0.11421	6.516	0.42944
38.0000	1.9834e+05	21845.3	0.11014	6.285	0.50151
39.0000	1.9814e+05	21339.8	0.10770	6.147	0.44089
40.0000	1.9966e+05	19972.8	0.10003	5.712	0.50227
41.0000	2.0059e+05	19354.8	0.09649	5.511	0.45152
42.0000	1.9907e+05	17779.7	0.08931	5.104	0.50187
43.0000	1.9764e+05	17618.4	0.08914	5.094	0.45697
44.0000	2.0034e+05	18081.1	0.09025	5.157	0.50206
45.0000	1.9789e+05	17437.4	0.08811	5.036	0.46191
46.0000	1.9586e+05	19280.4	0.09844	5.622	0.42734
47.0000	2.0070e+05	22249.2	0.11086	6.326	0.50224
48.0000	1.9437e+05	24623.8	0.12668	7.220	0.46714
49.0000	1.8767e+05	32065.1	0.17086	9.696	0.43586
50.0000	1.9365e+05	38917.8	0.20097	11.363	0.50203
51.0000	1.9311e+05	54395.9	0.28168	15.732	0.47213
52.0000	2.0669e+05	74317.6	0.35956	19.777	0.44751
53.0000	2.3475e+05	90220.3	0.38433	21.023	0.42716
54.0000	2.8471e+05	83764.0	0.29421	16.394	0.50038
55.0000	3.0952e+05	66835.3	0.21593	12.185	0.47832
56.0000	3.2694e+05	46293.2	0.14159	8.059	0.45666
57.0000	3.2975e+05	28556.9	0.08660	4.950	0.43451
58.0000	3.4374e+05	9218.96	0.02682	1.536	0.50339
59.0000	3.4664e+05	-1721.5	-0.0050	-0.285	0.48029
60.0000	3.4049e+05	-11852.	-0.0348	-1.994	0.45770
61.0000	3.4195e+05	-20445.	-0.0598	-3.422	0.43768
62.0000	3.5764e+05	-31831.	-0.0890	-5.086	0.49942
63.0000	3.6102e+05	-39363.	-0.1090	-6.223	0.47878
64.0000	3.5070e+05	-45860.	-0.1308	-7.450	0.45805
65.0000	3.4408e+05	-53653.	-0.1559	-8.863	0.43924
66.0000	3.6500e+05	-62707.	-0.1718	-9.748	0.50288
67.0000	3.6894e+05	-68965.	-0.1869	-10.588	0.48405
68.0000	3.5412e+05	-74560.	-0.2105	-11.890	0.46469
69.0000	3.5636e+05	-82251.	-0.2308	-12.997	0.44800
70.0000	3.6047e+05	-89204.	-0.2475	-13.899	0.43235
70.9999	3.8714e+05	-98616.	-0.2547	-14.291	0.50300
71.9999	3.8308e+05	-99801.	-0.2605	-14.602	0.48535
72.9999	3.6241e+05	-1.084e+05	-0.2992	-16.659	0.46749
73.9999	3.6828e+05	-1.141e+05	-0.3097	-17.209	0.45260
74.9999	3.7304e+05	-1.159e+05	-0.3107	-17.261	0.43825
75.9999	4.1551e+05	-1.211e+05	-0.2915	-16.254	0.50325
76.9999	4.2321e+05	-1.314e+05	-0.3106	-17.254	0.48800
77.9999	3.9317e+05	-1.452e+05	-0.3693	-20.271	0.47110
78.9999	3.9472e+05	-1.517e+05	-0.3843	-21.021	0.45700
79.9999	3.9010e+05	-1.622e+05	-0.4158	-22.578	0.44326
80.9999	3.9005e+05	-1.669e+05	-0.4278	-23.162	0.43031
81.9999	4.4750e+05	-1.728e+05	-0.3861	-21.111	0.50165
82.9999	4.4105e+05	-1.768e+05	-0.4009	-21.847	0.48707
83.9999	3.8553e+05	-1.830e+05	-0.4746	-25.391	0.47050
84.9999	3.9691e+05	-1.839e+05	-0.4634	-24.861	0.45824
85.9999	3.9586e+05	-1.784e+05	-0.4507	-24.261	0.44587
86.9999	4.1926e+05	-1.742e+05	-0.4154	-22.559	0.43510
87.9999	4.8726e+05	-1.832e+05	-0.3759	-20.603	0.50435
89.0000	5.1677e+05	-1.979e+05	-0.3830	-20.959	0.49280
90.0000	4.5315e+05	-2.206e+05	-0.4868	-25.958	0.47719
91.0000	4.4992e+05	-2.322e+05	-0.5160	-27.294	0.46503
92.0000	4.6447e+05	-2.400e+05	-0.5168	-27.329	0.45425
93.0000	4.6137e+05	-2.449e+05	-0.5308	-27.961	0.44305
94.0000	4.8687e+05	-2.553e+05	-0.5243	-27.668	0.43326
95.0000	5.8748e+05	-2.522e+05	-0.4294	-23.237	0.50309
