Freq	E'	E"	tan_delta	PhaseAngle	strain
95.0000	5.4943e+05	-2.348e+05	-0.4274	-23.142	0.43246
96.0000	7.0355e+05	-2.503e+05	-0.3557	-19.581	0.50486
97.0000	6.5345e+05	-5.934e+05	-0.9082	-42.245	0.49089
98.0000	3.0520e+05	-29993.	-0.0983	-5.613	0.46410
99.0000	4.7259e+05	-18167.	-0.0384	-2.201	0.46023
100.0000	7.7242e+05	-55705.	-0.0721	-4.125	0.46169
101.000	5.5486e+05	-4.760e+05	-0.8579	-40.626	0.44372
102.000	5.3557e+05	-2.678e+05	-0.5000	-26.564	0.43305
103.000	6.0926e+05	-2.562e+05	-0.4205	-22.805	0.42613
104.000	7.2885e+05	-2.529e+05	-0.3469	-19.133	0.50448
105.000	7.4878e+05	-2.666e+05	-0.3561	-19.601	0.49442
106.000	6.3210e+05	-2.530e+05	-0.4003	-21.817	0.47965
107.000	6.5231e+05	-2.209e+05	-0.3386	-18.708	0.47029
108.000	7.2722e+05	-2.101e+05	-0.2889	-16.114	0.46304
109.000	7.6637e+05	-2.458e+05	-0.3207	-17.783	0.45479
110.000	8.1496e+05	-2.721e+05	-0.3339	-18.463	0.44710
111.000	8.1657e+05	-2.954e+05	-0.3617	-19.886	0.43816
112.000	8.3714e+05	-3.070e+05	-0.3667	-20.140	0.43005
113.000	1.0244e+06	-3.024e+05	-0.2952	-16.445	0.50589
114.000	1.0378e+06	-2.989e+05	-0.2880	-16.065	0.49624
115.000	1.0938e+06	-2.955e+05	-0.2702	-15.119	0.48830
116.000	9.6661e+05	-3.363e+05	-0.3479	-19.184	0.47497
117.000	9.9103e+05	-3.403e+05	-0.3433	-18.949	0.46664
118.000	1.0433e+06	-3.552e+05	-0.3405	-18.804	0.45928
119.000	1.1070e+06	-3.972e+05	-0.3588	-19.738	0.45239
120.000	1.1245e+06	-4.532e+05	-0.4030	-21.951	0.44440
121.000	1.1337e+06	-5.009e+05	-0.4419	-23.839	0.43640
122.000	1.1627e+06	-5.378e+05	-0.4625	-24.822	0.42918
123.000	1.3853e+06	-5.650e+05	-0.4078	-22.188	0.50636
124.000	1.4147e+06	-5.997e+05	-0.4239	-22.973	0.49797
125.000	1.4195e+06	-6.285e+05	-0.4428	-23.882	0.48912
126.000	1.4499e+06	-6.573e+05	-0.4533	-24.386	0.48112
127.000	1.2035e+06	-7.094e+05	-0.5895	-30.517	0.46665
128.000	1.2252e+06	-7.364e+05	-0.6011	-31.009	0.45907
129.000	1.2227e+06	-7.630e+05	-0.6240	-31.966	0.45107
130.000	1.2150e+06	-7.896e+05	-0.6499	-33.020	0.44321
131.000	1.2314e+06	-8.078e+05	-0.6560	-33.266	0.43610
132.000	1.2222e+06	-8.355e+05	-0.6836	-34.357	0.42861
133.000	1.5642e+06	-8.515e+05	-0.5444	-28.562	0.50699
134.000	1.5677e+06	-8.641e+05	-0.5512	-28.865	0.48764
135.000	1.5995e+06	-8.821e+05	-0.5515	-28.877	0.48032
136.000	1.2631e+06	-9.031e+05	-0.7150	-35.565	0.46538
137.000	1.2959e+06	-8.998e+05	-0.6943	-34.774	0.45863
138.000	1.3535e+06	-9.336e+05	-0.6898	-34.598	0.45243
139.000	1.3627e+06	-9.759e+05	-0.7161	-35.606	0.44541
140.000	1.3891e+06	-1.010e+06	-0.7268	-36.011	0.43902
141.000	1.3924e+06	-1.045e+06	-0.7502	-36.879	0.43215
142.000	1.4148e+06	-1.076e+06	-0.7609	-37.266	0.42594
143.000	1.4068e+06	-1.101e+06	-0.7826	-38.048	0.41920
144.000	1.4003e+06	-1.126e+06	-0.8038	-38.794	0.41273
145.000	1.4245e+06	-1.149e+06	-0.8065	-38.887	0.40687
146.000	1.4147e+06	-1.164e+06	-0.8231	-39.458	0.40060
147.000	1.4346e+06	-1.183e+06	-0.8250	-39.522	0.39498
148.000	1.4269e+06	-1.194e+06	-0.8365	-39.913	0.38901
149.000	1.4467e+06	-1.210e+06	-0.8365	-39.914	0.38361
150.000	1.4369e+06	-1.215e+06	-0.8453	-40.208	0.37791
151.000	1.4336e+06	-1.214e+06	-0.8471	-40.267	0.37243
152.000	1.4710e+06	-1.220e+06	-0.8296	-39.680	0.36758
153.000	1.4841e+06	-1.228e+06	-0.8275	-39.607	0.36256
154.000	1.5229e+06	-1.248e+06	-0.8193	-39.327	0.35788
155.000	1.5204e+06	-1.262e+06	-0.8301	-39.697	0.35283
156.000	1.5490e+06	-1.274e+06	-0.8224	-39.434	0.34821
157.000	1.5382e+06	-1.284e+06	-0.8345	-39.843	0.34331
158.000	1.5682e+06	-1.280e+06	-0.8160	-39.213	0.33886
159.000	1.5610e+06	-1.266e+06	-0.8107	-39.033	0.33420
160.000	1.5746e+06	-1.247e+06	-0.7922	-38.387	0.32974
161.000	1.6244e+06	-1.239e+06	-0.7629	-37.339	0.32578
162.000	1.6482e+06	-1.219e+06	-0.7394	-36.481	0.32167
163.000	1.7195e+06	-1.210e+06	-0.7034	-35.124	0.31805
164.000	1.7739e+06	-1.220e+06	-0.6875	-34.509	0.31436
165.000	1.7679e+06	-1.213e+06	-0.6861	-34.453	0.31013
166.000	1.8202e+06	-1.195e+06	-0.6565	-33.287	0.30653
167.000	1.9006e+06	-1.174e+06	-0.6177	-31.705	0.30327
168.000	1.9328e+06	-1.166e+06	-0.6032	-31.096	0.29956
169.000	2.0141e+06	-1.177e+06	-0.5845	-30.306	0.29638
170.000	2.0791e+06	-1.182e+06	-0.5685	-29.617	0.29312
171.000	2.1586e+06	-1.156e+06	-0.5355	-28.170	0.28998
172.000	2.2201e+06	-1.103e+06	-0.4967	-26.416	0.28680
173.000	2.3543e+06	-1.109e+06	-0.4711	-25.226	0.28413
174.000	2.4726e+06	-1.128e+06	-0.4560	-24.513	0.28153
175.000	2.5396e+06	-1.142e+06	-0.4499	-24.221	0.27844
176.000	2.5762e+06	-1.173e+06	-0.4552	-24.475	0.27518
177.000	2.7330e+06	-1.180e+06	-0.4318	-23.355	0.27292
178.000	2.9689e+06	-1.250e+06	-0.4211	-22.836	0.27117
179.000	3.0205e+06	-1.343e+06	-0.4447	-23.973	0.26819
180.000	3.1325e+06	-1.443e+06	-0.4605	-24.728	0.26566
181.000	3.2201e+06	-1.558e+06	-0.4840	-25.826	0.26298
182.000	3.2412e+06	-1.669e+06	-0.5150	-27.250	0.25998
183.000	3.2850e+06	-1.793e+06	-0.5457	-28.620	0.25713
184.000	3.3340e+06	-1.896e+06	-0.5687	-29.626	0.25438
185.000	3.3806e+06	-1.989e+06	-0.5884	-30.472	0.25160
186.000	3.3338e+06	-2.088e+06	-0.6263	-32.059	0.24834
187.000	3.3668e+06	-2.169e+06	-0.6441	-32.787	0.24562
188.000	3.3855e+06	-2.235e+06	-0.6603	-33.436	0.24282
189.000	3.3195e+06	-2.307e+06	-0.6949	-34.794	0.23964
190.000	3.3310e+06	-2.355e+06	-0.7070	-35.259	0.23688
191.000	3.3385e+06	-2.372e+06	-0.7106	-35.398	0.23418
192.000	2.7169e+06	-2.471e+06	-0.9096	-42.290	0.22847
193.000	2.6747e+06	-2.466e+06	-0.9219	-42.673	0.22568
194.000	2.7356e+06	-2.477e+06	-0.9055	-42.162	0.22345
195.000	2.8211e+06	-2.491e+06	-0.8828	-41.439	0.22131
196.000	2.8277e+06	-2.534e+06	-0.8960	-41.861	0.21890
197.000	2.9054e+06	-2.592e+06	-0.8922	-41.740	0.21684
198.000	2.9637e+06	-2.676e+06	-0.9028	-42.076	0.21477
199.000	3.0278e+06	-2.743e+06	-0.9058	-42.172	0.21268
200.000	2.9886e+06	-2.830e+06	-0.9469	-43.437	0.21019
201.000	3.0305e+06	-2.910e+06	-0.9601	-43.834	0.20814
202.000	3.0574e+06	-2.967e+06	-0.9705	-44.141	0.20599
203.000	3.1064e+06	-3.036e+06	-0.9773	-44.344	0.20401
204.000	3.0503e+06	-3.125e+06	-1.0243	-45.689	0.20159
205.000	3.0997e+06	-3.182e+06	-1.0265	-45.748	0.19964
206.000	3.1148e+06	-3.261e+06	-1.0469	-46.311	0.19759
207.000	3.0342e+06	-3.311e+06	-1.0913	-47.499	0.19525
208.000	3.0434e+06	-3.373e+06	-1.1082	-47.937	0.19325
209.000	3.0492e+06	-3.412e+06	-1.1190	-48.213	0.19127
210.000	3.0585e+06	-3.448e+06	-1.1273	-48.424	0.18936
211.000	2.9869e+06	-3.488e+06	-1.1678	-49.426	0.18720
212.000	3.0059e+06	-3.516e+06	-1.1696	-49.469	0.18530
213.000	3.0262e+06	-3.518e+06	-1.1624	-49.295	0.18352
214.000	2.9595e+06	-3.560e+06	-1.2029	-50.261	0.18145
215.000	2.9752e+06	-3.593e+06	-1.2077	-50.374	0.17971
216.000	2.9981e+06	-3.620e+06	-1.2075	-50.369	0.17794
217.000	3.0032e+06	-3.615e+06	-1.2038	-50.283	0.17622
218.000	2.9339e+06	-3.601e+06	-1.2275	-50.832	0.17424
219.000	2.9609e+06	-3.571e+06	-1.2061	-50.338	0.17261
220.000	3.0363e+06	-3.529e+06	-1.1623	-49.292	0.17116
221.000	3.0745e+06	-3.505e+06	-1.1401	-48.746	0.16958
222.000	3.1747e+06	-3.566e+06	-1.1234	-48.326	0.16821
223.000	3.2415e+06	-3.622e+06	-1.1173	-48.172	0.16673
224.000	3.3071e+06	-3.665e+06	-1.1081	-47.936	0.16528
225.000	3.2340e+06	-3.689e+06	-1.1406	-48.759	0.16353
226.000	3.3159e+06	-3.699e+06	-1.1154	-48.123	0.16215
227.000	3.3654e+06	-3.749e+06	-1.1141	-48.090	0.16079
228.000	3.3468e+06	-3.773e+06	-1.1273	-48.425	0.15920
229.000	3.4053e+06	-3.834e+06	-1.1259	-48.389	0.15782
230.000	3.4794e+06	-3.900e+06	-1.1209	-48.263	0.15646
231.000	3.5286e+06	-3.938e+06	-1.1161	-48.139	0.15519
232.000	3.4655e+06	-4.030e+06	-1.1628	-49.305	0.15360
233.000	3.4849e+06	-4.096e+06	-1.1755	-49.611	0.15226
234.000	3.5069e+06	-4.155e+06	-1.1849	-49.838	0.15088
235.000	3.3943e+06	-4.198e+06	-1.2367	-51.041	0.14928
236.000	3.3920e+06	-4.239e+06	-1.2498	-51.336	0.14792
237.000	3.3538e+06	-4.251e+06	-1.2677	-51.731	0.14652
238.000	3.3645e+06	-4.269e+06	-1.2689	-51.759	0.14519
239.000	3.2409e+06	-4.248e+06	-1.3108	-52.660	0.14367
240.000	3.2315e+06	-4.248e+06	-1.3146	-52.741	0.14233
241.000	3.2082e+06	-4.225e+06	-1.3170	-52.791	0.14104
242.000	3.0895e+06	-4.178e+06	-1.3523	-53.518	0.13955
243.000	3.0843e+06	-4.123e+06	-1.3366	-53.198	0.13833
244.000	3.0604e+06	-4.079e+06	-1.3330	-53.123	0.13708
245.000	3.0283e+06	-4.021e+06	-1.3277	-53.013	0.13580
246.000	2.8751e+06	-3.915e+06	-1.3616	-53.705	0.13438
247.000	2.8073e+06	-3.796e+06	-1.3523	-53.519	0.13308
248.000	2.7759e+06	-3.684e+06	-1.3271	-53.001	0.13189
249.000	2.6104e+06	-3.462e+06	-1.3264	-52.986	0.13045
250.000	2.5484e+06	-3.297e+06	-1.2937	-52.296	0.12925
251.000	2.4976e+06	-2.945e+06	-1.1790	-49.696	0.12804
252.000	2.4791e+06	-2.542e+06	-1.0255	-45.722	0.12688
253.000	2.4001e+06	-2.018e+06	-0.8406	-40.051	0.12566
254.000	2.4996e+06	-1.456e+06	-0.5826	-30.225	0.12467
255.000	2.6991e+06	-8.432e+05	-0.3124	-17.348	0.12380
256.000	3.0898e+06	-1.120e+05	-0.0363	-2.077	0.12320
257.000	3.7089e+06	7.8062e+05	0.21047	11.886	0.12286
258.000	4.7713e+06	1.4716e+06	0.30843	17.141	0.12317
259.000	6.0257e+06	1.7699e+06	0.29372	16.369	0.12380
260.000	7.3112e+06	1.6864e+06	0.23065	12.988	0.12453
261.000	8.2788e+06	1.4035e+06	0.16952	9.622	0.12486
262.000	9.1102e+06	9.6501e+05	0.10593	6.047	0.12503
263.000	9.7983e+06	4.4969e+05	0.04589	2.628	0.12501
264.000	1.0327e+07	-2.030e+05	-0.0197	-1.126	0.12479
265.000	1.0789e+07	-7.290e+05	-0.0676	-3.866	0.12443
266.000	1.1001e+07	-1.399e+06	-0.1272	-7.250	0.12377
267.000	1.1214e+07	-1.863e+06	-0.1661	-9.430	0.12306
268.000	1.1268e+07	-2.508e+06	-0.2226	-12.548	0.12215
269.000	1.1368e+07	-2.873e+06	-0.2528	-14.185	0.12129
270.000	1.1417e+07	-3.269e+06	-0.2863	-15.979	0.12035
271.000	1.1359e+07	-3.665e+06	-0.3226	-17.880	0.11932
272.000	1.1433e+07	-3.946e+06	-0.3451	-19.041	0.11841
273.000	1.1314e+07	-4.193e+06	-0.3706	-20.335	0.11729
274.000	1.1292e+07	-4.489e+06	-0.3976	-21.682	0.11629
275.000	1.1317e+07	-4.779e+06	-0.4223	-22.895	0.11538
276.000	1.1305e+07	-4.929e+06	-0.4360	-23.557	0.11442
277.000	1.1310e+07	-5.081e+06	-0.4492	-24.191	0.11346
278.000	1.1192e+07	-5.182e+06	-0.4631	-24.847	0.11241
279.000	1.1255e+07	-5.293e+06	-0.4703	-25.186	0.11156
280.000	1.1297e+07	-5.409e+06	-0.4788	-25.583	0.11072
281.000	1.1255e+07	-5.520e+06	-0.4905	-26.127	0.10975
282.000	1.1407e+07	-5.612e+06	-0.4920	-26.196	0.10905
283.000	1.1520e+07	-5.741e+06	-0.4983	-26.489	0.10826
284.000	1.1623e+07	-5.880e+06	-0.5059	-26.835	0.10751
285.000	1.1670e+07	-6.049e+06	-0.5183	-27.399	0.10675
286.000	1.1772e+07	-6.068e+06	-0.5155	-27.272	0.10593
287.000	1.1877e+07	-6.282e+06	-0.5289	-27.875	0.10521
288.001	1.1896e+07	-6.429e+06	-0.5404	-28.386	0.10439
289.001	1.2233e+07	-6.695e+06	-0.5473	-28.690	0.10392
290.001	1.2283e+07	-6.842e+06	-0.5571	-29.121	0.10314
291.001	1.2517e+07	-6.931e+06	-0.5537	-28.975	0.10255
292.001	1.2586e+07	-7.052e+06	-0.5603	-29.262	0.10180
293.001	1.2714e+07	-7.293e+06	-0.5736	-29.839	0.10114
294.001	1.2912e+07	-7.492e+06	-0.5802	-30.124	0.10052
295.001	1.1107e+07	-7.985e+06	-0.7189	-35.712	0.09821
296.001	1.1161e+07	-8.272e+06	-0.7411	-36.542	0.09752
297.001	1.1200e+07	-8.513e+06	-0.7600	-37.236	0.09680
298.001	1.1039e+07	-8.624e+06	-0.7812	-37.999	0.09600
299.001	1.1155e+07	-8.912e+06	-0.7989	-38.621	0.09533
300.001	1.1218e+07	-9.120e+06	-0.8130	-39.111	0.09467
301.001	1.1157e+07	-9.074e+06	-0.8133	-39.120	0.09391
302.001	1.1178e+07	-9.505e+06	-0.8504	-40.377	0.09323
303.001	1.1166e+07	-9.688e+06	-0.8677	-40.948	0.09255
304.001	1.1265e+07	-9.836e+06	-0.8731	-41.126	0.09195
305.001	1.1562e+07	-9.837e+06	-0.8508	-40.392	0.09148
306.001	1.3186e+07	-9.711e+06	-0.7365	-36.370	0.09198
307.001	1.1184e+07	-1.030e+07	-0.9213	-42.655	0.08986
308.001	1.1187e+07	-1.046e+07	-0.9348	-43.070	0.08923
309.001	1.1248e+07	-1.057e+07	-0.9400	-43.228	0.08863
310.001	1.1041e+07	-1.071e+07	-0.9698	-44.123	0.08784
311.001	1.1206e+07	-1.091e+07	-0.9739	-44.241	0.08733
312.001	1.1180e+07	-1.100e+07	-0.9836	-44.526	0.08669
313.001	1.1133e+07	-1.113e+07	-0.9997	-44.992	0.08605
314.001	1.1465e+07	-1.148e+07	-1.0014	-45.039	0.08563
315.001	1.1144e+07	-1.152e+07	-1.0337	-45.950	0.08484
316.001	1.1572e+07	-1.147e+07	-0.9912	-44.746	0.08449
317.001	1.0857e+07	-1.212e+07	-1.1160	-48.137	0.08347
318.001	1.1214e+07	-1.179e+07	-1.0512	-46.430	0.08309
